policy,grid_i,grid_j,bias_p1,bias_p2,p_stage0,p_stage1,p_stage2,p_mixed,modal_outcome,outcome_entropy,n_replicates,final_horizon,stable_fraction,mean_first_dominance_time
epsilon_greedy,19,38,-0.44897959183673475,1.1020408163265305,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,19,39,-0.44897959183673475,1.1836734693877546,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,19,40,-0.44897959183673475,1.2653061224489792,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,19,41,-0.44897959183673475,1.3469387755102038,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,19,42,-0.44897959183673475,1.4285714285714284,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,19,43,-0.44897959183673475,1.510204081632653,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,19,44,-0.44897959183673475,1.591836734693877,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,19,45,-0.44897959183673475,1.6734693877551017,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,19,46,-0.44897959183673475,1.7551020408163263,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,19,47,-0.44897959183673475,1.8367346938775508,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,19,48,-0.44897959183673475,1.9183673469387754,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,19,49,-0.44897959183673475,2.0,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,353.75
epsilon_greedy,20,0,-0.3673469387755104,-2.0,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,346.5625
epsilon_greedy,20,1,-0.3673469387755104,-1.9183673469387754,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,2,-0.3673469387755104,-1.836734693877551,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,3,-0.3673469387755104,-1.7551020408163265,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,4,-0.3673469387755104,-1.6734693877551021,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,5,-0.3673469387755104,-1.5918367346938775,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,6,-0.3673469387755104,-1.510204081632653,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,7,-0.3673469387755104,-1.4285714285714286,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,8,-0.3673469387755104,-1.3469387755102042,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,9,-0.3673469387755104,-1.2653061224489797,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,10,-0.3673469387755104,-1.183673469387755,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,11,-0.3673469387755104,-1.1020408163265307,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,12,-0.3673469387755104,-1.0204081632653061,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,13,-0.3673469387755104,-0.9387755102040818,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,14,-0.3673469387755104,-0.8571428571428572,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,15,-0.3673469387755104,-0.7755102040816328,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,16,-0.3673469387755104,-0.6938775510204083,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,17,-0.3673469387755104,-0.6122448979591837,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,18,-0.3673469387755104,-0.5306122448979593,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,19,-0.3673469387755104,-0.44897959183673475,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,20,-0.3673469387755104,-0.3673469387755104,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,21,-0.3673469387755104,-0.2857142857142858,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,22,-0.3673469387755104,-0.20408163265306145,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,23,-0.3673469387755104,-0.12244897959183687,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,24,-0.3673469387755104,-0.04081632653061229,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,25,-0.3673469387755104,0.04081632653061229,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,26,-0.3673469387755104,0.12244897959183643,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,27,-0.3673469387755104,0.204081632653061,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,28,-0.3673469387755104,0.2857142857142856,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,29,-0.3673469387755104,0.36734693877551017,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,30,-0.3673469387755104,0.4489795918367343,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,31,-0.3673469387755104,0.5306122448979589,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,32,-0.3673469387755104,0.6122448979591835,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,33,-0.3673469387755104,0.693877551020408,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,34,-0.3673469387755104,0.7755102040816326,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,35,-0.3673469387755104,0.8571428571428568,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,36,-0.3673469387755104,0.9387755102040813,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,37,-0.3673469387755104,1.020408163265306,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,38,-0.3673469387755104,1.1020408163265305,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,39,-0.3673469387755104,1.1836734693877546,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,40,-0.3673469387755104,1.2653061224489792,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,41,-0.3673469387755104,1.3469387755102038,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,42,-0.3673469387755104,1.4285714285714284,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,43,-0.3673469387755104,1.510204081632653,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,44,-0.3673469387755104,1.591836734693877,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,45,-0.3673469387755104,1.6734693877551017,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,46,-0.3673469387755104,1.7551020408163263,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,47,-0.3673469387755104,1.8367346938775508,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,48,-0.3673469387755104,1.9183673469387754,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,20,49,-0.3673469387755104,2.0,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,353.75
epsilon_greedy,21,0,-0.2857142857142858,-2.0,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,346.5625
epsilon_greedy,21,1,-0.2857142857142858,-1.9183673469387754,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,2,-0.2857142857142858,-1.836734693877551,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,3,-0.2857142857142858,-1.7551020408163265,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,4,-0.2857142857142858,-1.6734693877551021,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,5,-0.2857142857142858,-1.5918367346938775,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,6,-0.2857142857142858,-1.510204081632653,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,7,-0.2857142857142858,-1.4285714285714286,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,8,-0.2857142857142858,-1.3469387755102042,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,9,-0.2857142857142858,-1.2653061224489797,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,10,-0.2857142857142858,-1.183673469387755,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,11,-0.2857142857142858,-1.1020408163265307,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,12,-0.2857142857142858,-1.0204081632653061,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,13,-0.2857142857142858,-0.9387755102040818,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,14,-0.2857142857142858,-0.8571428571428572,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,15,-0.2857142857142858,-0.7755102040816328,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,16,-0.2857142857142858,-0.6938775510204083,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,17,-0.2857142857142858,-0.6122448979591837,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,18,-0.2857142857142858,-0.5306122448979593,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,19,-0.2857142857142858,-0.44897959183673475,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,20,-0.2857142857142858,-0.3673469387755104,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,21,-0.2857142857142858,-0.2857142857142858,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,22,-0.2857142857142858,-0.20408163265306145,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,23,-0.2857142857142858,-0.12244897959183687,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,24,-0.2857142857142858,-0.04081632653061229,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,25,-0.2857142857142858,0.04081632653061229,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,26,-0.2857142857142858,0.12244897959183643,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,27,-0.2857142857142858,0.204081632653061,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,28,-0.2857142857142858,0.2857142857142856,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,29,-0.2857142857142858,0.36734693877551017,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,30,-0.2857142857142858,0.4489795918367343,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,31,-0.2857142857142858,0.5306122448979589,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,32,-0.2857142857142858,0.6122448979591835,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,33,-0.2857142857142858,0.693877551020408,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,34,-0.2857142857142858,0.7755102040816326,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,35,-0.2857142857142858,0.8571428571428568,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,36,-0.2857142857142858,0.9387755102040813,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,37,-0.2857142857142858,1.020408163265306,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,38,-0.2857142857142858,1.1020408163265305,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,39,-0.2857142857142858,1.1836734693877546,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,40,-0.2857142857142858,1.2653061224489792,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,41,-0.2857142857142858,1.3469387755102038,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,42,-0.2857142857142858,1.4285714285714284,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,43,-0.2857142857142858,1.510204081632653,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,44,-0.2857142857142858,1.591836734693877,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,45,-0.2857142857142858,1.6734693877551017,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,46,-0.2857142857142858,1.7551020408163263,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,47,-0.2857142857142858,1.8367346938775508,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,48,-0.2857142857142858,1.9183673469387754,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,21,49,-0.2857142857142858,2.0,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,353.75
epsilon_greedy,22,0,-0.20408163265306145,-2.0,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,346.5625
epsilon_greedy,22,1,-0.20408163265306145,-1.9183673469387754,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,2,-0.20408163265306145,-1.836734693877551,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,3,-0.20408163265306145,-1.7551020408163265,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,4,-0.20408163265306145,-1.6734693877551021,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,5,-0.20408163265306145,-1.5918367346938775,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,6,-0.20408163265306145,-1.510204081632653,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,7,-0.20408163265306145,-1.4285714285714286,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,8,-0.20408163265306145,-1.3469387755102042,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,9,-0.20408163265306145,-1.2653061224489797,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,10,-0.20408163265306145,-1.183673469387755,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,11,-0.20408163265306145,-1.1020408163265307,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,12,-0.20408163265306145,-1.0204081632653061,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,13,-0.20408163265306145,-0.9387755102040818,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,14,-0.20408163265306145,-0.8571428571428572,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,15,-0.20408163265306145,-0.7755102040816328,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,16,-0.20408163265306145,-0.6938775510204083,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,17,-0.20408163265306145,-0.6122448979591837,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,18,-0.20408163265306145,-0.5306122448979593,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,19,-0.20408163265306145,-0.44897959183673475,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,20,-0.20408163265306145,-0.3673469387755104,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,21,-0.20408163265306145,-0.2857142857142858,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,22,-0.20408163265306145,-0.20408163265306145,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,23,-0.20408163265306145,-0.12244897959183687,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,24,-0.20408163265306145,-0.04081632653061229,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,25,-0.20408163265306145,0.04081632653061229,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,26,-0.20408163265306145,0.12244897959183643,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,27,-0.20408163265306145,0.204081632653061,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,28,-0.20408163265306145,0.2857142857142856,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,29,-0.20408163265306145,0.36734693877551017,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,30,-0.20408163265306145,0.4489795918367343,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,31,-0.20408163265306145,0.5306122448979589,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,32,-0.20408163265306145,0.6122448979591835,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,33,-0.20408163265306145,0.693877551020408,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,34,-0.20408163265306145,0.7755102040816326,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,35,-0.20408163265306145,0.8571428571428568,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,36,-0.20408163265306145,0.9387755102040813,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,37,-0.20408163265306145,1.020408163265306,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,38,-0.20408163265306145,1.1020408163265305,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,39,-0.20408163265306145,1.1836734693877546,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,40,-0.20408163265306145,1.2653061224489792,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,41,-0.20408163265306145,1.3469387755102038,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,42,-0.20408163265306145,1.4285714285714284,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,43,-0.20408163265306145,1.510204081632653,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,44,-0.20408163265306145,1.591836734693877,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,45,-0.20408163265306145,1.6734693877551017,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,46,-0.20408163265306145,1.7551020408163263,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,47,-0.20408163265306145,1.8367346938775508,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,48,-0.20408163265306145,1.9183673469387754,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,22,49,-0.20408163265306145,2.0,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,353.75
epsilon_greedy,23,0,-0.12244897959183687,-2.0,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,346.5625
epsilon_greedy,23,1,-0.12244897959183687,-1.9183673469387754,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,2,-0.12244897959183687,-1.836734693877551,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,3,-0.12244897959183687,-1.7551020408163265,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,4,-0.12244897959183687,-1.6734693877551021,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,5,-0.12244897959183687,-1.5918367346938775,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,6,-0.12244897959183687,-1.510204081632653,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,7,-0.12244897959183687,-1.4285714285714286,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,8,-0.12244897959183687,-1.3469387755102042,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,9,-0.12244897959183687,-1.2653061224489797,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,10,-0.12244897959183687,-1.183673469387755,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,11,-0.12244897959183687,-1.1020408163265307,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,12,-0.12244897959183687,-1.0204081632653061,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,13,-0.12244897959183687,-0.9387755102040818,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,14,-0.12244897959183687,-0.8571428571428572,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,15,-0.12244897959183687,-0.7755102040816328,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,16,-0.12244897959183687,-0.6938775510204083,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,17,-0.12244897959183687,-0.6122448979591837,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,18,-0.12244897959183687,-0.5306122448979593,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,19,-0.12244897959183687,-0.44897959183673475,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,20,-0.12244897959183687,-0.3673469387755104,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,21,-0.12244897959183687,-0.2857142857142858,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,22,-0.12244897959183687,-0.20408163265306145,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,23,-0.12244897959183687,-0.12244897959183687,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,24,-0.12244897959183687,-0.04081632653061229,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,25,-0.12244897959183687,0.04081632653061229,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,26,-0.12244897959183687,0.12244897959183643,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,27,-0.12244897959183687,0.204081632653061,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,28,-0.12244897959183687,0.2857142857142856,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,29,-0.12244897959183687,0.36734693877551017,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,30,-0.12244897959183687,0.4489795918367343,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,31,-0.12244897959183687,0.5306122448979589,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,32,-0.12244897959183687,0.6122448979591835,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,33,-0.12244897959183687,0.693877551020408,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,34,-0.12244897959183687,0.7755102040816326,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,35,-0.12244897959183687,0.8571428571428568,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,36,-0.12244897959183687,0.9387755102040813,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,37,-0.12244897959183687,1.020408163265306,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,38,-0.12244897959183687,1.1020408163265305,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,39,-0.12244897959183687,1.1836734693877546,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,40,-0.12244897959183687,1.2653061224489792,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
epsilon_greedy,23,41,-0.12244897959183687,1.3469387755102038,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625
