policy,category,grid_i,grid_j,bias_p1,bias_p2,window_index,window_end_round,outcome,share
exp3,Near neutral,24,24,-0.0061224489795918,-0.0061224489795918,4,400000,"(1,1)",1.6875e-05
exp3,Near neutral,24,24,-0.0061224489795918,-0.0061224489795918,4,400000,"(2,2)",2.75e-05
exp3,Near neutral,24,24,-0.0061224489795918,-0.0061224489795918,4,400000,Off diagonal,0.018843124999999947
exp3,Near neutral,24,24,-0.0061224489795918,-0.0061224489795918,4,400000,Residual,0.018887499999999946
exp3,Near neutral,24,24,-0.0061224489795918,-0.0061224489795918,5,500000,"(0,0)",0.982600625
exp3,Near neutral,24,24,-0.0061224489795918,-0.0061224489795918,5,500000,"(1,1)",1.8125e-05
exp3,Near neutral,24,24,-0.0061224489795918,-0.0061224489795918,5,500000,"(2,2)",1.75e-05
exp3,Near neutral,24,24,-0.0061224489795918,-0.0061224489795918,5,500000,Off diagonal,0.017363749999999994
exp3,Near neutral,24,24,-0.0061224489795918,-0.0061224489795918,5,500000,Residual,0.017399374999999995
exp3,Strongly late-biased,49,49,0.3,0.3,1,100000,"(0,0)",0.8948325
exp3,Strongly late-biased,49,49,0.3,0.3,1,100000,"(1,1)",0.013955625
exp3,Strongly late-biased,49,49,0.3,0.3,1,100000,"(2,2)",0.00100125
exp3,Strongly late-biased,49,49,0.3,0.3,1,100000,Off diagonal,0.09021062499999997
exp3,Strongly late-biased,49,49,0.3,0.3,1,100000,Residual,0.10516749999999997
exp3,Strongly late-biased,49,49,0.3,0.3,2,200000,"(0,0)",0.97479375
exp3,Strongly late-biased,49,49,0.3,0.3,2,200000,"(1,1)",3.625e-05
exp3,Strongly late-biased,49,49,0.3,0.3,2,200000,"(2,2)",4.4375e-05
exp3,Strongly late-biased,49,49,0.3,0.3,2,200000,Off diagonal,0.025125624999999985
exp3,Strongly late-biased,49,49,0.3,0.3,2,200000,Residual,0.025206249999999986
exp3,Strongly late-biased,49,49,0.3,0.3,3,300000,"(0,0)",0.978709375
exp3,Strongly late-biased,49,49,0.3,0.3,3,300000,"(1,1)",2.3125e-05
exp3,Strongly late-biased,49,49,0.3,0.3,3,300000,"(2,2)",2.5e-05
exp3,Strongly late-biased,49,49,0.3,0.3,3,300000,Off diagonal,0.021242500000000008
exp3,Strongly late-biased,49,49,0.3,0.3,3,300000,Residual,0.021290625000000007
exp3,Strongly late-biased,49,49,0.3,0.3,4,400000,"(0,0)",0.9811125
exp3,Strongly late-biased,49,49,0.3,0.3,4,400000,"(1,1)",1.6875e-05
exp3,Strongly late-biased,49,49,0.3,0.3,4,400000,"(2,2)",2.75e-05
exp3,Strongly late-biased,49,49,0.3,0.3,4,400000,Off diagonal,0.018843124999999947
exp3,Strongly late-biased,49,49,0.3,0.3,4,400000,Residual,0.018887499999999946
exp3,Strongly late-biased,49,49,0.3,0.3,5,500000,"(0,0)",0.982600625
exp3,Strongly late-biased,49,49,0.3,0.3,5,500000,"(1,1)",1.8125e-05
exp3,Strongly late-biased,49,49,0.3,0.3,5,500000,"(2,2)",1.75e-05
exp3,Strongly late-biased,49,49,0.3,0.3,5,500000,Off diagonal,0.017363749999999994
exp3,Strongly late-biased,49,49,0.3,0.3,5,500000,Residual,0.017399374999999995
exp3,Asymmetric,49,0,0.3,-0.3,1,100000,"(0,0)",0.944018125
exp3,Asymmetric,49,0,0.3,-0.3,1,100000,"(1,1)",0.00177875
exp3,Asymmetric,49,0,0.3,-0.3,1,100000,"(2,2)",0.000245
exp3,Asymmetric,49,0,0.3,-0.3,1,100000,Off diagonal,0.053958124999999954
exp3,Asymmetric,49,0,0.3,-0.3,1,100000,Residual,0.05598187499999996
exp3,Asymmetric,49,0,0.3,-0.3,2,200000,"(0,0)",0.974798125
exp3,Asymmetric,49,0,0.3,-0.3,2,200000,"(1,1)",3.625e-05
exp3,Asymmetric,49,0,0.3,-0.3,2,200000,"(2,2)",4.4375e-05
exp3,Asymmetric,49,0,0.3,-0.3,2,200000,Off diagonal,0.02512125000000004
exp3,Asymmetric,49,0,0.3,-0.3,2,200000,Residual,0.02520187500000004
exp3,Asymmetric,49,0,0.3,-0.3,3,300000,"(0,0)",0.978709375
exp3,Asymmetric,49,0,0.3,-0.3,3,300000,"(1,1)",2.3125e-05
exp3,Asymmetric,49,0,0.3,-0.3,3,300000,"(2,2)",2.5e-05
exp3,Asymmetric,49,0,0.3,-0.3,3,300000,Off diagonal,0.021242500000000008
exp3,Asymmetric,49,0,0.3,-0.3,3,300000,Residual,0.021290625000000007
exp3,Asymmetric,49,0,0.3,-0.3,4,400000,"(0,0)",0.9811125
exp3,Asymmetric,49,0,0.3,-0.3,4,400000,"(1,1)",1.6875e-05
exp3,Asymmetric,49,0,0.3,-0.3,4,400000,"(2,2)",2.75e-05
exp3,Asymmetric,49,0,0.3,-0.3,4,400000,Off diagonal,0.018843124999999947
exp3,Asymmetric,49,0,0.3,-0.3,4,400000,Residual,0.018887499999999946
exp3,Asymmetric,49,0,0.3,-0.3,5,500000,"(0,0)",0.982600625
exp3,Asymmetric,49,0,0.3,-0.3,5,500000,"(1,1)",1.8125e-05
exp3,Asymmetric,49,0,0.3,-0.3,5,500000,"(2,2)",1.75e-05
exp3,Asymmetric,49,0,0.3,-0.3,5,500000,Off diagonal,0.017363749999999994
exp3,Asymmetric,49,0,0.3,-0.3,5,500000,Residual,0.017399374999999995
exp3,Slowest median attraction,49,49,0.3,0.3,1,100000,"(0,0)",0.8948325
exp3,Slowest median attraction,49,49,0.3,0.3,1,100000,"(1,1)",0.013955625
exp3,Slowest median attraction,49,49,0.3,0.3,1,100000,"(2,2)",0.00100125
exp3,Slowest median attraction,49,49,0.3,0.3,1,100000,Off diagonal,0.09021062499999997
exp3,Slowest median attraction,49,49,0.3,0.3,1,100000,Residual,0.10516749999999997
exp3,Slowest median attraction,49,49,0.3,0.3,2,200000,"(0,0)",0.97479375
exp3,Slowest median attraction,49,49,0.3,0.3,2,200000,"(1,1)",3.625e-05
exp3,Slowest median attraction,49,49,0.3,0.3,2,200000,"(2,2)",4.4375e-05
exp3,Slowest median attraction,49,49,0.3,0.3,2,200000,Off diagonal,0.025125624999999985
exp3,Slowest median attraction,49,49,0.3,0.3,2,200000,Residual,0.025206249999999986
exp3,Slowest median attraction,49,49,0.3,0.3,3,300000,"(0,0)",0.978709375
exp3,Slowest median attraction,49,49,0.3,0.3,3,300000,"(1,1)",2.3125e-05
exp3,Slowest median attraction,49,49,0.3,0.3,3,300000,"(2,2)",2.5e-05
exp3,Slowest median attraction,49,49,0.3,0.3,3,300000,Off diagonal,0.021242500000000008
exp3,Slowest median attraction,49,49,0.3,0.3,3,300000,Residual,0.021290625000000007
exp3,Slowest median attraction,49,49,0.3,0.3,4,400000,"(0,0)",0.9811125
exp3,Slowest median attraction,49,49,0.3,0.3,4,400000,"(1,1)",1.6875e-05
exp3,Slowest median attraction,49,49,0.3,0.3,4,400000,"(2,2)",2.75e-05
exp3,Slowest median attraction,49,49,0.3,0.3,4,400000,Off diagonal,0.018843124999999947
exp3,Slowest median attraction,49,49,0.3,0.3,4,400000,Residual,0.018887499999999946
exp3,Slowest median attraction,49,49,0.3,0.3,5,500000,"(0,0)",0.982600625
exp3,Slowest median attraction,49,49,0.3,0.3,5,500000,"(1,1)",1.8125e-05
exp3,Slowest median attraction,49,49,0.3,0.3,5,500000,"(2,2)",1.75e-05
exp3,Slowest median attraction,49,49,0.3,0.3,5,500000,Off diagonal,0.017363749999999994
exp3,Slowest median attraction,49,49,0.3,0.3,5,500000,Residual,0.017399374999999995
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,1,100000,"(0,0)",0.91582125
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,1,100000,"(1,1)",0.00558625
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,1,100000,"(2,2)",0.00037125
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,1,100000,Off diagonal,0.07822124999999996
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,1,100000,Residual,0.08417874999999997
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,2,200000,"(0,0)",0.974798125
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,2,200000,"(1,1)",3.625e-05
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,2,200000,"(2,2)",4.4375e-05
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,2,200000,Off diagonal,0.02512125000000004
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,2,200000,Residual,0.02520187500000004
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,3,300000,"(0,0)",0.978709375
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,3,300000,"(1,1)",2.3125e-05
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,3,300000,"(2,2)",2.5e-05
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,3,300000,Off diagonal,0.021242500000000008
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,3,300000,Residual,0.021290625000000007
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,4,400000,"(0,0)",0.9811125
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,4,400000,"(1,1)",1.6875e-05
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,4,400000,"(2,2)",2.75e-05
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,4,400000,Off diagonal,0.018843124999999947
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,4,400000,Residual,0.018887499999999946
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,5,500000,"(0,0)",0.982600625
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,5,500000,"(1,1)",1.8125e-05
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,5,500000,"(2,2)",1.75e-05
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,5,500000,Off diagonal,0.017363749999999994
exp3,Least terminally concentrated,45,49,0.2510204081632652,0.3,5,500000,Residual,0.017399374999999995
