policy,grid_i,grid_j,stage_k,fraction_estimated_contrast_positive,median_estimated_contrast,fraction_discrepancy_nonnegative,median_global_contrast,median_discrepancy
epsilon_greedy,30,35,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,36,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,36,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,37,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,37,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,38,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,38,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,39,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,39,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,40,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,40,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,41,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,41,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,42,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,42,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,43,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,43,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,44,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,44,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,45,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,45,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,46,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,46,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,47,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,47,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,48,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,30,48,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,30,49,1,1.0,1.0000390007740805,0.5625,0.999964,5.4000774080353864e-05
epsilon_greedy,30,49,2,0.75,0.2500105002205283,0.4375,0.2500255,-4.998004725642602e-07
epsilon_greedy,31,0,1,1.0,1.0000390007380793,0.59375,0.999967,5.40007380789298e-05
epsilon_greedy,31,0,2,0.78125,0.2500135002700101,0.53125,0.25001675,2.655121678074579e-10
epsilon_greedy,31,1,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,1,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,2,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,2,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,31,3,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,3,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,31,4,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,4,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,5,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,5,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,6,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,6,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,7,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,7,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,8,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,8,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,9,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,9,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,10,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,10,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,11,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,11,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,31,12,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,12,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,31,13,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,13,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,14,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,14,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,15,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,15,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,16,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,16,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,17,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,17,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,18,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,18,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,19,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,19,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,20,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,20,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,31,21,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,21,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,31,22,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,22,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,23,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,23,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,24,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,24,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,25,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,25,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,26,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,26,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,27,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,27,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,28,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,28,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,29,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,29,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,30,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,30,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,31,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,31,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,32,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,32,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,33,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,33,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,34,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,34,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,35,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,35,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,36,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,36,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,37,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,37,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,38,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,38,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,39,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,39,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,40,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,40,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,41,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,41,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,42,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,42,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,43,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,43,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,44,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,44,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,45,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,45,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,46,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,46,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,47,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,47,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,48,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,31,48,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,31,49,1,1.0,1.0000390007740805,0.5625,0.999964,5.4000774080353864e-05
epsilon_greedy,31,49,2,0.75,0.2500105002205283,0.4375,0.2500255,-4.998004725642602e-07
epsilon_greedy,32,0,1,1.0,1.0000390007380793,0.59375,0.999967,5.40007380789298e-05
epsilon_greedy,32,0,2,0.78125,0.2500135002700101,0.53125,0.25001675,2.655121678074579e-10
epsilon_greedy,32,1,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,1,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,2,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,2,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,32,3,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,3,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,32,4,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,4,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,5,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,5,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,6,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,6,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,7,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,7,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,8,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,8,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,9,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,9,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,10,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,10,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,11,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,11,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,32,12,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,12,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,32,13,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,13,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,14,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,14,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,15,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,15,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,16,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,16,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,17,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,17,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,18,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,18,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,19,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,19,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,20,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,20,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,32,21,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,21,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,32,22,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,22,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,23,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,23,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,24,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,24,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,25,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,25,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,26,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,26,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,27,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,27,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,28,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,28,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,29,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,29,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,30,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,30,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,31,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,31,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,32,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,32,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,33,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,33,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,34,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,34,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,35,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,35,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,36,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,36,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,37,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,37,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,38,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,38,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,39,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,39,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,40,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,40,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,41,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,41,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,42,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,42,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,43,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,43,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,44,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,44,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,45,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,45,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,46,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,46,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,47,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,47,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,48,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,32,48,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,32,49,1,1.0,1.0000390007740805,0.5625,0.999964,5.4000774080353864e-05
epsilon_greedy,32,49,2,0.75,0.2500105002205283,0.4375,0.2500255,-4.998004725642602e-07
epsilon_greedy,33,0,1,1.0,1.0000390007380793,0.59375,0.999967,5.40007380789298e-05
epsilon_greedy,33,0,2,0.78125,0.2500135002700101,0.53125,0.25001675,2.655121678074579e-10
epsilon_greedy,33,1,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,1,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,2,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,2,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,33,3,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,3,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,33,4,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,4,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,5,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,5,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,6,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,6,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,7,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,7,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,8,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,8,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,9,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,9,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,10,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,10,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,11,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,11,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,33,12,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,12,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,33,13,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,13,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,14,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,14,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,15,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,15,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,16,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,16,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,17,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,17,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,18,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,18,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,19,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,19,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,20,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,20,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,33,21,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,21,2,0.75,0.25001050021002763,0.46875,0.250035,-4.99789972352449e-07
epsilon_greedy,33,22,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,22,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,23,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,23,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,24,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,24,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,25,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,25,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,26,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,26,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,27,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
epsilon_greedy,33,27,2,0.75,0.2500105002100276,0.46875,0.250035,-4.997899724079602e-07
epsilon_greedy,33,28,1,1.0,0.9942423251770526,0.5,0.999964,-0.005712674822947461
