policy,grid_i,grid_j,bias_p1,bias_p2,p_stage0,p_stage1,p_stage2,p_mixed,modal_outcome,outcome_entropy,n_replicates,final_horizon,stable_fraction,mean_first_dominance_time,mean_terminal_stage0_share,median_terminal_stage0_share,p10_terminal_stage0_share,mean_terminal_off_diagonal_share,mean_terminal_residual_share,fraction_reaching_attraction,median_first_attraction_time,p10_first_attraction_time,p90_first_attraction_time,fraction_exiting_after_entry,mean_reentries,mean_dominance_exits,median_last_exit_time,first_attraction_spread,terminal_residual_share_for_plot,terminal_off_diagonal_share_for_plot,median_stage0_margin,p10_stage0_margin,fraction_stage0_ranked_highest,mean_final_stage0_action_share,median_stage0_selection_probability
epsilon_greedy,17,14,-0.6122448979591837,-0.8571428571428572,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,15,-0.6122448979591837,-0.7755102040816328,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,16,-0.6122448979591837,-0.6938775510204083,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,17,-0.6122448979591837,-0.6122448979591837,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,18,-0.6122448979591837,-0.5306122448979593,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,19,-0.6122448979591837,-0.4489795918367347,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,20,-0.6122448979591837,-0.3673469387755104,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,21,-0.6122448979591837,-0.2857142857142858,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,22,-0.6122448979591837,-0.2040816326530614,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,23,-0.6122448979591837,-0.1224489795918368,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,24,-0.6122448979591837,-0.0408163265306122,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,25,-0.6122448979591837,0.0408163265306122,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,26,-0.6122448979591837,0.1224489795918364,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,27,-0.6122448979591837,0.204081632653061,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,28,-0.6122448979591837,0.2857142857142856,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,29,-0.6122448979591837,0.3673469387755101,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,30,-0.6122448979591837,0.4489795918367343,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,31,-0.6122448979591837,0.5306122448979589,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,32,-0.6122448979591837,0.6122448979591835,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,33,-0.6122448979591837,0.693877551020408,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,34,-0.6122448979591837,0.7755102040816326,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,35,-0.6122448979591837,0.8571428571428568,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,36,-0.6122448979591837,0.9387755102040812,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,37,-0.6122448979591837,1.020408163265306,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,38,-0.6122448979591837,1.1020408163265305,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,39,-0.6122448979591837,1.1836734693877546,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,40,-0.6122448979591837,1.2653061224489792,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,41,-0.6122448979591837,1.3469387755102038,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,42,-0.6122448979591837,1.4285714285714284,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,43,-0.6122448979591837,1.510204081632653,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,44,-0.6122448979591837,1.591836734693877,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,45,-0.6122448979591837,1.6734693877551017,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,46,-0.6122448979591837,1.7551020408163265,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,47,-0.6122448979591837,1.8367346938775508,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,48,-0.6122448979591837,1.9183673469387752,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,17,49,-0.6122448979591837,2.0,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,353.75,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,835.0,0.0,0.0,0.0,,835.0,3.0000000000030003e-06,3.0000000000030003e-06,0.6246656232225862,0.001089363634269791,1.0,0.9995635,
epsilon_greedy,18,0,-0.5306122448979593,-2.0,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,346.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,835.0,0.0,0.0,0.0,,835.0,3.0000000000030003e-06,3.0000000000030003e-06,0.8810802568492818,0.001089363634269791,1.0,0.9995753125,
epsilon_greedy,18,1,-0.5306122448979593,-1.9183673469387752,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,2,-0.5306122448979593,-1.836734693877551,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,3,-0.5306122448979593,-1.7551020408163265,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,4,-0.5306122448979593,-1.673469387755102,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,5,-0.5306122448979593,-1.5918367346938775,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,6,-0.5306122448979593,-1.510204081632653,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,7,-0.5306122448979593,-1.4285714285714286,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,8,-0.5306122448979593,-1.3469387755102042,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,9,-0.5306122448979593,-1.2653061224489797,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,10,-0.5306122448979593,-1.183673469387755,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,11,-0.5306122448979593,-1.1020408163265307,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,12,-0.5306122448979593,-1.020408163265306,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,13,-0.5306122448979593,-0.9387755102040818,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,14,-0.5306122448979593,-0.8571428571428572,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,15,-0.5306122448979593,-0.7755102040816328,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,16,-0.5306122448979593,-0.6938775510204083,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,17,-0.5306122448979593,-0.6122448979591837,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,18,-0.5306122448979593,-0.5306122448979593,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,19,-0.5306122448979593,-0.4489795918367347,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,20,-0.5306122448979593,-0.3673469387755104,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,21,-0.5306122448979593,-0.2857142857142858,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,22,-0.5306122448979593,-0.2040816326530614,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,23,-0.5306122448979593,-0.1224489795918368,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,24,-0.5306122448979593,-0.0408163265306122,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,25,-0.5306122448979593,0.0408163265306122,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,26,-0.5306122448979593,0.1224489795918364,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,27,-0.5306122448979593,0.204081632653061,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,28,-0.5306122448979593,0.2857142857142856,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,29,-0.5306122448979593,0.3673469387755101,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,30,-0.5306122448979593,0.4489795918367343,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,31,-0.5306122448979593,0.5306122448979589,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,32,-0.5306122448979593,0.6122448979591835,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
epsilon_greedy,18,33,-0.5306122448979593,0.693877551020408,1.0,0.0,0.0,0.0,0,0.0,16,500000,1.0,462.5625,0.999997,1.0,0.999992,3.0000000000030003e-06,3.0000000000030003e-06,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,,1375.0,3.0000000000030003e-06,3.0000000000030003e-06,0.5690350669170203,0.001089363634269791,1.0,0.999451125,
